Order_ID,Driver_ID,Delivery_Date,City,Pincode,Delivery_Status,Attempt_Count,Delivery_Time_Minutes,SLA_Minutes,Customer_Rating,Address_Quality,Route_Status,Exception_Type,Severity,Recommended_Action
ORD009171,DRV0104,2026-01-29,Bengaluru,512796,Returned,4,53,60,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009170,DRV0034,2026-01-16,Bengaluru,639389,Delivered,2,49,60,3.9,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009166,DRV0091,2026-05-06,Pune,580099,Delivered,1,46,60,5.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009163,DRV0046,2026-01-22,Ahmedabad,709453,Delivered,1,84,90,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000429,DRV0085,2026-04-23,Delhi,640671,Returned,1,35,60,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000424,DRV0200,2026-05-14,Pune,605734,Delivered,1,35,60,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000389,DRV0202,2026-05-18,Pune,680286,Delivered,1,81,90,1.2,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000383,DRV0216,2026-05-14,Kolkata,719483,Failed,1,81,90,4.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000380,DRV0126,2026-01-24,Pune,785278,Delivered,1,68,90,3.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009300,DRV0124,2026-05-09,Mumbai,647624,Failed,1,61,90,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008959,DRV0204,2026-02-28,Kolkata,733197,Failed,2,62,120,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008944,DRV0018,2026-04-03,Hyderabad,573413,Delivered,1,67,90,3.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008933,DRV0214,2026-02-07,Bengaluru,631093,Delivered,1,45,60,2.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008928,DRV0143,2026-06-12,Chennai,623423,Failed,1,41,60,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008924,DRV0195,2026-02-11,Delhi,518814,Delivered,1,89,120,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008896,DRV0119,2026-05-16,Chennai,705870,Delivered,1,79,120,1.8,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009047,DRV0092,2026-04-01,Chennai,668703,Failed,1,25,45,3.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009029,DRV0080,2026-06-06,Pune,712440,Delivered,1,31,45,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009019,DRV0059,2026-03-16,Delhi,521951,Delivered,2,26,45,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008991,DRV0106,2026-01-10,Mumbai,728724,Delivered,1,74,90,3.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000499,DRV0224,2026-06-28,Hyderabad,777776,Delivered,1,69,90,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000497,DRV0156,2026-02-15,Bengaluru,749492,Failed,1,92,120,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000495,DRV0160,2026-02-12,Pune,679658,Delivered,1,18,30,2.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000478,DRV0081,2026-02-26,Mumbai,728654,Delivered,2,32,45,4.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000475,DRV0075,2026-03-06,Bengaluru,551486,Delivered,1,66,90,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD009093,DRV0144,2026-03-17,Hyderabad,667501,Delivered,2,71,120,2.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008682,DRV0003,2026-03-23,Bengaluru,589333,Returned,1,60,120,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008837,DRV0013,2026-04-01,Chennai,713278,Delivered,1,65,120,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008818,DRV0180,2026-01-13,Delhi,703367,Delivered,5,110,120,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008805,DRV0188,2026-05-19,Hyderabad,543318,Delivered,1,55,90,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008782,DRV0071,2026-01-22,Kolkata,707734,Delivered,1,16,30,5.0,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008887,DRV0232,2026-03-20,Ahmedabad,611440,Failed,1,78,90,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008880,DRV0167,2026-03-12,Pune,501910,Failed,3,97,120,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008865,DRV0205,2026-02-11,Pune,628953,Delivered,3,59,90,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000560,DRV0223,2026-01-18,Chennai,778468,Delivered,6,47,60,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000553,DRV0191,2026-03-06,Bengaluru,752302,Returned,1,31,60,5.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000545,DRV0102,2026-02-11,Mumbai,704327,Delivered,1,21,30,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000543,DRV0089,2026-05-01,Pune,780545,Delivered,1,75,90,4.5,Good,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD000538,DRV0022,2026-03-21,Kolkata,620248,Delivered,1,85,90,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000506,DRV0202,2026-05-21,Delhi,527290,Delivered,1,27,30,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008963,DRV0141,2026-03-20,Ahmedabad,773213,Delivered,1,89,120,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008960,DRV0030,2026-03-03,Pune,714384,Failed,1,92,120,4.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008544,DRV0213,2026-02-27,Hyderabad,562698,Delivered,6,38,45,1.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008520,DRV0049,2026-06-21,Hyderabad,612821,Failed,1,108,120,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008512,DRV0191,2026-04-16,Mumbai,506379,Delivered,1,35,60,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008504,DRV0015,2026-04-20,Kolkata,711380,Delivered,2,28,30,3.3,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008673,DRV0058,2026-06-26,Mumbai,758986,Returned,2,36,60,3.0,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008672,DRV0162,2026-02-27,Hyderabad,571178,Delivered,1,29,45,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008639,DRV0006,2026-04-07,Hyderabad,723554,Failed,1,26,30,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008603,DRV0048,2026-02-05,Hyderabad,585573,Delivered,1,59,90,2.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008580,DRV0007,2026-06-09,Kolkata,527179,Returned,2,28,45,4.5,Good,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD000627,DRV0214,2026-02-19,Chennai,673284,Delivered,2,75,90,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000583,DRV0125,2026-06-16,Kolkata,799541,Delivered,1,75,120,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000579,DRV0163,2026-01-14,Kolkata,659794,Failed,4,96,120,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000573,DRV0153,2026-05-13,Hyderabad,570823,Delivered,1,28,45,1.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008775,DRV0067,2026-04-12,Hyderabad,689912,Delivered,1,33,45,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008718,DRV0198,2026-03-10,Bengaluru,517670,Delivered,1,25,30,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008711,DRV0231,2026-05-08,Pune,546884,Returned,2,79,90,3.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008299,DRV0108,2026-02-16,Mumbai,631388,Delivered,1,26,30,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008406,DRV0124,2026-06-11,Pune,668773,Returned,1,30,45,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008405,DRV0124,2026-02-04,Kolkata,524080,Returned,3,39,45,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008399,DRV0205,2026-05-04,Kolkata,669404,Delivered,1,151,90,4.4,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008394,DRV0229,2026-02-19,Chennai,575988,Delivered,1,85,120,3.3,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008379,DRV0042,2026-03-03,Delhi,605975,Returned,2,23,30,4.5,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008365,DRV0148,2026-04-01,Kolkata,719148,Delivered,2,96,120,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008486,DRV0036,2026-05-12,Bengaluru,780964,Delivered,2,21,30,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008473,DRV0250,2026-02-24,Bengaluru,511651,Delivered,1,18,30,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008462,DRV0011,2026-02-27,Ahmedabad,676258,Failed,1,119,45,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008447,DRV0155,2026-02-03,Ahmedabad,500793,Delivered,1,58,90,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008445,DRV0039,2026-04-15,Hyderabad,710465,Delivered,2,76,90,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000699,DRV0107,2026-06-27,Ahmedabad,566528,Delivered,1,46,60,5.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000697,DRV0179,2026-05-22,Delhi,586510,Delivered,1,62,120,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000678,DRV0244,2026-01-31,Bengaluru,545291,Failed,1,111,120,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000662,DRV0247,2026-02-06,Bengaluru,775989,Delivered,1,23,30,4.2,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008205,DRV0129,2026-02-14,Bengaluru,577657,Failed,2,15,30,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008193,DRV0094,2026-03-24,Mumbai,669393,Returned,1,93,120,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008173,DRV0053,2026-01-12,Bengaluru,730143,Returned,2,70,90,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008169,DRV0030,2026-03-29,Delhi,778631,Returned,1,57,90,2.8,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008157,DRV0194,2026-03-31,Ahmedabad,773780,Delivered,1,37,60,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008291,DRV0023,2026-03-18,Delhi,696938,Delivered,1,53,60,3.1,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008258,DRV0083,2026-04-10,Ahmedabad,780106,Delivered,1,24,30,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008247,DRV0165,2026-03-15,Kolkata,517470,Delivered,1,39,60,3.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008238,DRV0194,2026-01-19,Kolkata,700869,Delivered,1,25,45,4.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008228,DRV0237,2026-03-09,Delhi,541053,Delivered,2,29,45,4.3,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000733,DRV0197,2026-04-28,Chennai,667886,Delivered,1,92,120,3.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000701,DRV0090,2026-01-02,Kolkata,792400,Delivered,1,66,120,3.5,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008336,DRV0164,2026-03-30,Ahmedabad,606317,Failed,2,88,120,4.0,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008308,DRV0049,2026-06-10,Bengaluru,652516,Returned,2,138,90,2.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008301,DRV0176,2026-01-25,Chennai,736055,Returned,1,87,120,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008300,DRV0111,2026-04-13,Hyderabad,671547,Delivered,1,38,60,4.7,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007932,DRV0205,2026-01-03,Chennai,719889,Failed,2,47,90,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007918,DRV0109,2026-04-11,Delhi,716224,Delivered,2,165,120,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007905,DRV0025,2026-05-23,Pune,562924,Failed,1,30,45,3.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008061,DRV0033,2026-03-13,Pune,738157,Delivered,2,108,120,4.4,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008058,DRV0106,2026-06-28,Ahmedabad,541488,Delivered,2,77,120,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008041,DRV0112,2026-06-02,Mumbai,612794,Returned,2,75,120,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008038,DRV0080,2026-01-27,Bengaluru,595081,Delivered,1,52,90,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008015,DRV0190,2026-01-31,Pune,687574,Delivered,1,64,90,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007973,DRV0229,2026-03-31,Delhi,783879,Failed,1,97,120,3.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008149,DRV0150,2026-06-01,Hyderabad,605333,Delivered,1,109,120,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008129,DRV0174,2026-06-22,Chennai,727450,Delivered,1,34,60,3.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD008086,DRV0043,2026-03-23,Chennai,692668,Delivered,1,24,30,3.7,Good,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD008085,DRV0056,2026-01-06,Bengaluru,764331,Delivered,1,49,90,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000831,DRV0115,2026-05-02,Kolkata,640760,Failed,1,82,30,4.3,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000810,DRV0004,2026-04-27,Kolkata,759076,Delivered,1,28,45,2.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000790,DRV0106,2026-01-17,Delhi,606723,Delivered,1,50,60,3.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007797,DRV0046,2026-03-07,Kolkata,645417,Delivered,2,66,120,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007794,DRV0163,2026-05-14,Hyderabad,520023,Delivered,6,35,45,4.1,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007893,DRV0165,2026-04-09,Delhi,631564,Delivered,1,21,30,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007884,DRV0195,2026-05-23,Ahmedabad,551431,Returned,1,49,60,2.5,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007873,DRV0165,2026-05-25,Ahmedabad,541718,Delivered,2,22,45,4.6,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007865,DRV0071,2026-04-15,Delhi,652471,Delivered,3,18,30,4.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007834,DRV0016,2026-03-01,Ahmedabad,732316,Failed,2,70,90,4.8,Good,Anomaly,Geocode Issue,Critical,Review and correct coordinates
ORD000866,DRV0194,2026-01-06,Chennai,514623,Failed,1,31,45,2.7,Missing,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000850,DRV0160,2026-03-14,Mumbai,545189,Returned,1,28,45,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000845,DRV0010,2026-04-13,Ahmedabad,754856,Failed,1,103,120,3.9,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000838,DRV0088,2026-02-24,Chennai,597039,Delivered,1,76,120,4.5,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000835,DRV0235,2026-05-12,Hyderabad,556430,Failed,1,22,30,3.4,Poor,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000834,DRV0039,2026-06-25,Chennai,657500,Delivered,1,48,60,2.8,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD000833,DRV0239,2026-05-15,Ahmedabad,775082,Delivered,1,50,90,3.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007965,DRV0189,2026-05-19,Kolkata,735436,Delivered,1,24,45,4.2,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
ORD007947,DRV0207,2026-02-05,Delhi,686679,Delivered,1,25,30,3.0,Good,Normal,Geocode Issue,Critical,Review and correct coordinates
