Order_ID,Driver_ID,Delivery_Date,City,Pincode,Latitude,Longitude,Delivery_Status,Attempt_Count,Delivery_Time_Minutes,SLA_Minutes,Customer_Rating,Address_Quality,Route_Status,Exception_Type,Exception_Flag,Severity,Recommended_Action
ORD000077,DRV0178,2026-03-20,Mumbai,693472,19.07891,72.820551,Delivered,1,43,60,4.7,Poor,Normal,No Exception,No,None,No action required
ORD000078,DRV0091,2026-03-11,Ahmedabad,660758,23.066122,72.62471,Delivered,1,32,45,4.3,Good,Normal,No Exception,No,None,No action required
ORD000079,DRV0050,2026-05-04,Mumbai,644965,19.007117,72.830809,Returned,1,98,120,4.5,Good,Normal,No Exception,No,None,No action required
ORD000080,DRV0214,2026-03-17,Mumbai,619266,19.091222,72.89056,Delivered,1,26,30,4.8,Poor,Normal,No Exception,No,None,No action required
ORD000081,DRV0071,2026-01-14,Hyderabad,790119,17.410752,78.679337,Delivered,1,42,45,4.5,Good,Normal,No Exception,No,None,No action required
ORD000082,DRV0224,2026-05-27,Hyderabad,649075,17.451544,78.53611,Delivered,1,35,60,4.5,Good,Normal,No Exception,No,None,No action required
ORD000083,DRV0241,2026-01-30,Ahmedabad,534258,23.006737,72.609348,Delivered,1,100,120,3.4,Good,Normal,No Exception,No,None,No action required
ORD000084,DRV0039,2026-01-22,Pune,630123,18.528651,73.813904,Delivered,1,83,90,2.6,Poor,Normal,No Exception,No,None,No action required
ORD000085,DRV0199,2026-04-26,Kolkata,732113,22.688333,88.270537,Delivered,6,64,90,3.2,Poor,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000086,DRV0157,2026-02-23,Bengaluru,610637,12.950873,77.59861,Delivered,1,29,45,2.6,Good,Normal,No Exception,No,None,No action required
ORD000087,DRV0041,2026-04-15,Hyderabad,736193,17.361403,78.541148,Returned,1,31,60,2.8,Good,Normal,No Exception,No,None,No action required
ORD000088,DRV0181,2026-06-29,Pune,738043,18.598419,73.863128,Delivered,1,55,60,3.0,Poor,Normal,No Exception,No,None,No action required
ORD000089,DRV0109,2026-05-20,Bengaluru,617864,12.935082,77.605423,Returned,1,56,60,2.6,Good,Normal,No Exception,No,None,No action required
ORD000090,DRV0016,2026-03-20,Chennai,798428,13.202152,80.362871,Delivered,1,64,90,1.5,Good,Normal,Customer Experience Issue,Yes,High,Investigate customer issue
ORD000091,DRV0129,2026-04-23,Ahmedabad,542174,22.921243,72.580723,Failed,1,65,90,4.5,Poor,Normal,No Exception,No,None,No action required
ORD000092,DRV0007,2026-02-28,Bengaluru,510876,12.949375,77.511143,Returned,2,62,120,2.7,Good,Normal,No Exception,No,None,No action required
ORD000093,DRV0133,2026-03-13,Ahmedabad,595152,23.047749,72.614688,Failed,1,50,90,3.5,Good,Normal,No Exception,No,None,No action required
ORD000094,DRV0105,2026-03-24,Delhi,554840,28.597188,77.193108,Delivered,1,63,90,3.1,Good,Normal,No Exception,No,None,No action required
ORD000095,DRV0117,2026-03-22,Bengaluru,632329,13.059873,200.0,Delivered,1,77,90,4.2,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000096,DRV0106,2026-02-18,Hyderabad,771811,17.403865,78.569268,Delivered,1,85,90,4.0,Good,Normal,No Exception,No,None,No action required
ORD000097,DRV0053,2026-05-21,Pune,568688,18.444432,73.832488,Delivered,1,52,90,3.4,Good,Anomaly,Route Issue,Yes,Medium,Review route assignment
ORD000098,DRV0182,2026-03-21,Chennai,788798,13.07083,80.3643,Delivered,1,18,30,2.7,Good,Normal,No Exception,No,None,No action required
ORD000099,DRV0243,2026-06-15,Bengaluru,580725,12.809537,77.543381,Delivered,2,46,60,2.9,Good,Normal,No Exception,No,None,No action required
ORD000100,DRV0214,2026-05-01,Ahmedabad,627785,22.922752,72.50639,Delivered,1,57,90,4.0,Poor,Normal,No Exception,No,None,No action required
ORD000101,DRV0222,2026-03-12,Bengaluru,717549,12.949598,77.601137,Delivered,2,77,120,3.4,Good,Normal,No Exception,No,None,No action required
ORD000102,DRV0186,2026-05-31,Pune,756712,18.523325,73.9741,Delivered,1,67,90,4.6,Good,Normal,No Exception,No,None,No action required
ORD000103,DRV0117,2026-02-18,Delhi,625202,28.564825,77.232105,Failed,1,47,90,2.7,Good,Normal,No Exception,No,None,No action required
ORD000104,DRV0181,2026-04-09,Kolkata,579746,22.562477,88.366945,Delivered,3,38,45,4.0,Poor,Normal,No Exception,No,None,No action required
ORD000105,DRV0223,2026-04-23,Bengaluru,552277,12.977276,77.627707,Failed,2,26,30,3.5,Good,Normal,No Exception,No,None,No action required
ORD000106,DRV0223,2026-01-20,Chennai,746148,13.051943,80.376266,Delivered,1,111,90,3.9,Good,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000107,DRV0245,2026-06-10,Delhi,755825,28.606311,77.238416,Failed,1,18,30,4.9,Good,Normal,No Exception,No,None,No action required
ORD000108,DRV0192,2026-04-22,Bengaluru,551612,12.947278,77.60498,Returned,1,22,30,3.3,Good,Normal,No Exception,No,None,No action required
ORD000109,DRV0232,2026-01-12,Hyderabad,670065,17.355532,78.52918,Delivered,1,43,60,2.8,Good,Normal,No Exception,No,None,No action required
ORD000110,DRV0136,2026-05-25,Kolkata,594401,22.620201,88.436528,Delivered,1,84,120,4.7,Poor,Normal,No Exception,No,None,No action required
ORD000111,DRV0128,2026-03-01,Chennai,741775,13.123343,80.302181,Returned,1,51,60,3.2,Good,Normal,No Exception,No,None,No action required
ORD000112,DRV0231,2026-06-23,Pune,786574,18.547987,73.821194,Delivered,1,48,60,4.5,Good,Normal,No Exception,No,None,No action required
ORD000113,DRV0177,2026-04-27,Pune,658398,18.519355,73.862566,Delivered,3,51,90,3.4,Good,Normal,No Exception,No,None,No action required
ORD000114,DRV0147,2026-05-28,Delhi,655122,28.58044,77.267097,Returned,1,62,90,4.8,Good,Normal,No Exception,No,None,No action required
ORD000115,DRV0234,2026-03-15,Ahmedabad,620648,23.011616,72.626339,Failed,2,42,45,4.4,Good,Normal,No Exception,No,None,No action required
ORD000116,DRV0174,2026-06-10,Chennai,550941,13.062304,80.283781,Returned,1,55,60,4.8,Good,Normal,No Exception,No,None,No action required
ORD000117,DRV0149,2026-02-03,Delhi,547255,95.0,77.21005,Delivered,1,56,90,3.3,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000118,DRV0202,2026-05-16,Delhi,763084,28.601939,77.251699,Delivered,2,56,60,2.5,Good,Normal,No Exception,No,None,No action required
ORD000119,DRV0192,2026-01-30,Delhi,745540,28.630108,77.202493,Delivered,1,34,45,4.9,Poor,Normal,No Exception,No,None,No action required
ORD000120,DRV0024,2026-01-04,Kolkata,638652,22.668216,88.417161,Failed,1,51,60,3.6,Good,Normal,No Exception,No,None,No action required
ORD000121,DRV0211,2026-01-28,Delhi,622590,28.563599,77.148291,Delivered,5,80,120,4.2,Poor,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000122,DRV0166,2026-06-12,Bengaluru,743409,13.010134,77.627953,Returned,1,52,90,4.5,Good,Normal,No Exception,No,None,No action required
ORD000123,DRV0243,2026-03-19,Hyderabad,758277,17.384388,78.441837,Delivered,1,68,120,2.6,Good,Normal,No Exception,No,None,No action required
ORD000124,DRV0095,2026-05-31,Kolkata,581014,22.468099,88.452422,Delivered,1,84,90,4.7,Good,Anomaly,Route Issue,Yes,Medium,Review route assignment
ORD000125,DRV0009,2026-02-25,Delhi,732460,28.572625,77.192931,Delivered,3,33,60,2.9,Good,Normal,No Exception,No,None,No action required
ORD000126,DRV0016,2026-03-12,Kolkata,599514,22.603292,88.431794,Delivered,2,50,90,2.8,Good,Normal,No Exception,No,None,No action required
ORD000127,DRV0013,2026-03-04,Delhi,566020,28.626148,77.183653,Failed,4,73,120,2.7,Poor,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000128,DRV0209,2026-03-26,Mumbai,577360,95.0,72.921327,Failed,1,26,45,2.7,Poor,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000129,DRV0205,2026-01-29,Chennai,513516,13.010296,80.200327,Delivered,1,40,45,4.5,Good,Normal,No Exception,No,None,No action required
ORD000130,DRV0045,2026-01-14,Pune,566457,18.487189,73.924706,Returned,1,26,30,2.7,Good,Normal,No Exception,No,None,No action required
ORD000131,DRV0115,2026-05-12,Delhi,557175,28.629445,77.282768,Delivered,1,62,120,3.6,Poor,Normal,No Exception,No,None,No action required
ORD000132,DRV0118,2026-01-16,Hyderabad,751124,17.369884,78.486472,Delivered,1,22,30,3.7,Good,Normal,No Exception,No,None,No action required
ORD000133,DRV0231,2026-03-24,Bengaluru,577769,12.987736,77.553238,Delivered,1,100,120,4.4,Poor,Normal,No Exception,No,None,No action required
ORD000134,DRV0098,2026-04-27,Pune,765054,18.545034,73.861144,Failed,1,92,30,3.4,Poor,Normal,SLA Breach,Yes,High,Escalate to operations
ORD000135,DRV0111,2026-02-28,Ahmedabad,716957,23.057007,72.551339,Delivered,2,71,90,3.1,Good,Normal,No Exception,No,None,No action required
ORD000136,DRV0110,2026-06-20,Delhi,633635,28.617383,77.258175,Delivered,3,49,90,5.0,Good,Normal,No Exception,No,None,No action required
ORD000137,DRV0024,2026-01-25,Kolkata,695374,22.577484,88.32525,Delivered,1,95,120,4.9,Poor,Normal,No Exception,No,None,No action required
ORD000138,DRV0172,2026-04-16,Bengaluru,685387,13.085388,77.614911,Returned,2,48,90,4.2,Good,Normal,No Exception,No,None,No action required
ORD000139,DRV0091,2026-05-28,Bengaluru,766030,13.079259,77.556233,Delivered,1,59,90,4.0,Good,Normal,No Exception,No,None,No action required
ORD000140,DRV0217,2026-01-30,Delhi,646049,28.608353,77.257815,Failed,1,80,90,4.1,Poor,Normal,No Exception,No,None,No action required
ORD000141,DRV0156,2026-01-08,Pune,594589,18.478414,73.82673,Delivered,1,40,60,1.7,Good,Normal,Customer Experience Issue,Yes,High,Investigate customer issue
ORD000142,DRV0047,2026-05-25,Chennai,710126,13.13433,80.180193,Delivered,1,16,30,2.7,Poor,Normal,No Exception,No,None,No action required
ORD000143,DRV0097,2026-04-27,Kolkata,678727,22.589688,88.457709,Delivered,1,54,60,3.3,Poor,Normal,No Exception,No,None,No action required
ORD000144,DRV0227,2026-02-09,Hyderabad,582528,17.413567,78.535226,Failed,1,19,30,2.9,Good,Normal,No Exception,No,None,No action required
ORD000145,DRV0125,2026-04-17,Ahmedabad,643218,22.956488,72.662973,Delivered,2,20,30,4.8,Good,Normal,No Exception,No,None,No action required
ORD000146,DRV0073,2026-05-15,Ahmedabad,661700,23.018819,72.557289,Delivered,1,63,120,4.5,Good,Normal,No Exception,No,None,No action required
ORD000147,DRV0078,2026-02-05,Mumbai,633965,18.990343,72.945394,Delivered,1,22,30,4.9,Good,Normal,No Exception,No,None,No action required
ORD000148,DRV0034,2026-05-17,Kolkata,620644,22.586382,88.377836,Failed,1,32,60,3.7,Good,Normal,No Exception,No,None,No action required
ORD000149,DRV0112,2026-04-28,Hyderabad,540822,17.305279,78.456731,Delivered,1,85,120,2.6,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000150,DRV0030,2026-01-06,Kolkata,670272,22.585569,-200.0,Delivered,2,89,120,5.0,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000151,DRV0112,2026-03-04,Bengaluru,728419,12.971862,77.596949,Failed,1,21,30,4.4,Good,Normal,No Exception,No,None,No action required
ORD000152,DRV0057,2026-02-13,Delhi,540044,28.598249,-200.0,Failed,1,147,120,2.8,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000153,DRV0090,2026-03-02,Chennai,553899,13.088715,-250.0,Delivered,1,67,45,3.1,Good,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000154,DRV0046,2026-04-29,Ahmedabad,795559,23.075522,72.648469,Failed,1,101,120,3.4,Poor,Normal,No Exception,No,None,No action required
ORD000155,DRV0222,2026-02-08,Delhi,730562,28.630516,77.171576,Delivered,1,55,60,3.8,Good,Anomaly,Route Issue,Yes,Medium,Review route assignment
ORD000156,DRV0091,2026-03-21,Bengaluru,742086,12.977343,77.672163,Delivered,1,56,60,4.6,Good,Normal,No Exception,No,None,No action required
ORD000157,DRV0166,2026-06-07,Bengaluru,765849,13.074637,77.682367,Delivered,5,110,120,4.7,Good,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000158,DRV0233,2026-03-24,Mumbai,749366,19.024981,72.864245,Failed,1,22,30,2.6,Good,Normal,No Exception,No,None,No action required
ORD000159,DRV0183,2026-05-10,Bengaluru,590470,13.003869,77.663032,Delivered,1,73,90,4.3,Poor,Normal,No Exception,No,None,No action required
ORD000160,DRV0094,2026-03-14,Delhi,703117,28.592217,77.191885,Delivered,6,63,120,2.5,Good,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000161,DRV0085,2026-05-23,Bengaluru,702670,13.024521,77.506663,Delivered,1,69,120,3.5,Good,Normal,No Exception,No,None,No action required
ORD000162,DRV0150,2026-03-31,Chennai,662650,13.127003,80.263846,Returned,1,53,90,3.4,Poor,Normal,No Exception,No,None,No action required
ORD000163,DRV0080,2026-06-14,Kolkata,672216,22.647718,88.367605,Delivered,1,65,120,3.5,Good,Normal,No Exception,No,None,No action required
ORD000164,DRV0005,2026-03-21,Delhi,594509,28.662977,77.225535,Delivered,1,57,90,4.9,Good,Normal,No Exception,No,None,No action required
ORD000165,DRV0040,2026-03-17,Bengaluru,553026,12.886431,77.591823,Failed,2,62,120,3.6,Good,Normal,No Exception,No,None,No action required
ORD000166,DRV0153,2026-02-09,Kolkata,585064,22.57229,88.384056,Delivered,2,111,120,3.3,Good,Normal,No Exception,No,None,No action required
ORD000167,DRV0012,2026-04-04,Kolkata,624534,22.507377,88.397384,Delivered,1,59,90,2.7,Poor,Normal,No Exception,No,None,No action required
ORD000168,DRV0080,2026-02-19,Ahmedabad,692854,22.967437,72.595784,Returned,2,74,90,3.4,Good,Normal,No Exception,No,None,No action required
ORD000169,DRV0129,2026-02-11,Kolkata,604699,22.569466,88.411657,Failed,1,31,60,4.2,Good,Normal,No Exception,No,None,No action required
ORD000170,DRV0142,2026-05-13,Bengaluru,565367,12.949266,77.570816,Delivered,1,30,45,2.6,Good,Normal,No Exception,No,None,No action required
ORD000171,DRV0213,2026-01-24,Kolkata,616411,22.546087,88.324256,Delivered,6,21,30,2.9,Good,Normal,Driver/Attempt Issue,Yes,Medium,Investigate delivery attempts
ORD000172,DRV0129,2026-03-02,Delhi,702462,28.542196,77.199423,Delivered,1,20,30,3.4,Good,Normal,No Exception,No,None,No action required
ORD000173,DRV0203,2026-02-05,Chennai,520081,13.180936,80.272463,Delivered,2,53,90,2.6,Good,Normal,No Exception,No,None,No action required
ORD000174,DRV0158,2026-01-21,Hyderabad,509963,17.410729,78.546932,Delivered,1,39,45,2.7,Poor,Normal,No Exception,No,None,No action required
ORD000175,DRV0029,2026-03-02,Pune,657889,18.514784,73.845652,Delivered,1,85,90,4.5,Poor,Normal,No Exception,No,None,No action required
ORD000176,DRV0017,2026-05-08,Bengaluru,781046,12.934779,77.623575,Delivered,1,75,120,3.0,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000177,DRV0110,2026-06-07,Hyderabad,684977,95.0,78.371604,Delivered,1,24,45,4.0,Poor,Normal,Geocode Issue,Yes,Critical,Review and correct coordinates
ORD000178,DRV0018,2026-04-10,Hyderabad,746486,17.353674,78.377093,Delivered,1,38,60,4.4,Good,Normal,No Exception,No,None,No action required
ORD000179,DRV0202,2026-03-30,Bengaluru,626419,13.000428,77.610163,Returned,1,27,30,3.8,Poor,Normal,No Exception,No,None,No action required
ORD000180,DRV0035,2026-04-01,Hyderabad,786268,17.336387,78.490674,Delivered,2,36,45,3.6,Good,Normal,No Exception,No,None,No action required
ORD000181,DRV0208,2026-01-17,Chennai,739955,13.002378,80.280873,Delivered,1,114,30,3.2,Missing,Normal,Address Issue,Yes,High,Verify delivery address
ORD000182,DRV0081,2026-05-12,Pune,708784,18.511055,73.85431,Failed,1,27,30,3.3,Good,Normal,No Exception,No,None,No action required
